baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSRNOG00000001274	1127.68656886367	0.279448707118654	0.0697329824445051	4.00741080221321	6.13880342137915e-05	0.0148028873410983
ENSRNOG00000001283	768.969399300143	0.261320500097476	0.0667348862871656	3.91580048511648	9.01047413164538e-05	0.0195424583678049
ENSRNOG00000001408	887.407613327532	0.278380051439387	0.0735135515729011	3.78678550393972	0.000152608727807236	0.0279168724488754
ENSRNOG00000002092	170.490601251138	0.754157835029512	0.208716043432869	3.61331990883623	0.000302301345712747	0.0447902653681492
ENSRNOG00000002270	2924.59647178735	0.245384807170546	0.0611407813289677	4.01343917818542	5.98404268303276e-05	0.0148028873410983
ENSRNOG00000002810	87.0925062358387	0.599036908559612	0.162715098552665	3.68150782495285	0.000231858671884141	0.0376808039628328
ENSRNOG00000003005	429.352834919076	0.662902970203778	0.0904344960037435	7.33020030516162	2.29808991134487e-13	1.21913669796846e-09
ENSRNOG00000003840	651.983049721405	0.486451654547653	0.124901907374225	3.89466954327744	9.83326937241193e-05	0.020063651546402
ENSRNOG00000004681	996.126807938362	0.248716895931947	0.0484086259180483	5.1378631641601	2.77880097203255e-07	0.000431882087400694
ENSRNOG00000005034	1969.9282032467	0.244233541931645	0.066921957068419	3.64952778774756	0.000262722820156398	0.0405945017746512
ENSRNOG00000005260	537.285783804971	0.218631954759681	0.0584817587125688	3.7384640881652	0.000185147933675721	0.0320285800483598
ENSRNOG00000005387	1172.52008952009	0.477831115785473	0.0970818103371482	4.92194278337053	8.56892692053013e-07	0.000717760378632826
ENSRNOG00000005388	417.433732478924	0.355878810774928	0.0803514101515119	4.42903005813933	9.46578311975893e-06	0.00396441943028851
ENSRNOG00000005513	5103.32867884444	0.163188890136453	0.0422085855037575	3.86624873088736	0.000110522220790594	0.022265330935219
ENSRNOG00000006355	2268.87743455074	0.297175556865016	0.0804535863694508	3.69375151904797	0.000220969734495954	0.0366326387969073
ENSRNOG00000007044	438.816231367077	0.555743527529584	0.0943586314873048	5.88969465506031	3.86909831552499e-09	1.21717181106093e-05
ENSRNOG00000008919	6049.00206584987	0.273026010463531	0.0722042847260948	3.78129928852904	0.000156011977811606	0.0282151207599058
ENSRNOG00000010466	1318.74764739744	0.233003173708292	0.059346589925115	3.92614258042967	8.63190004911085e-05	0.0190800957335555
ENSRNOG00000010635	997.193804483184	0.452403957096044	0.107167479030318	4.22146682174038	2.42717684858711e-05	0.00751437178110828
ENSRNOG00000013017	6348.6034570633	0.141703767159777	0.0387330293761232	3.65847364490238	0.000253721826002622	0.0399800283250667
